grid_id,total_species,type1_freq,type2_freq,type3_freq,type4_freq,type5_freq,type6_freq,lat_range,lon_range
9146,3,0.333333333333333,0,0.666666666666667,0,0,0,39.91 - 40.59,-0.9
9147,2,0,0,1,0,0,0,39.91 - 40.59,-0.9
9148,2,0,0,1,0,0,0,39.91 - 40.59,-0.9
9149,2,0,0,1,0,0,0,39.91 - 40.59,-0.89
9150,2,0,0,1,0,0,0,39.91 - 40.59,-0.9
9281,1,0,0,0,1,0,0,39.91 - 40.59,43.03 - 43.93
9282,2,0,0,0,0.5,0,0.5,39.91 - 40.59,43.93 - 44.83
9283,2,0,0,0,0.5,0,0.5,39.91 - 40.59,44.83 - 45.73
9313,2,0,0,0,0,0.5,0.5,39.91 - 40.59,71.78 - 72.68
9357,2,0,0,0,0.5,0,0.5,39.91 - 40.59,111.31 - 112.2
9358,1,0,0,0,0,0,1,39.91 - 40.59,112.2 - 113.1
9359,3,0,0,0,0.333333333333333,0.666666666666667,0,39.91 - 40.59,113.1 - 114
9360,1,0,0,0,0,1,0,39.91 - 40.59,114 - 114.9
9361,7,0,0,0,0.285714285714286,0.571428571428571,0.142857142857143,39.91 - 40.59,114.9 - 115.8
9362,4,0.25,0,0,0,0.75,0,39.91 - 40.59,115.8 - 116.7
9363,13,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.307692307692308,0.461538461538462,0,39.91 - 40.59,116.7 - 117.59
9364,2,0.5,0,0,0,0.5,0,39.91 - 40.59,117.59 - 118.49
9365,3,0.333333333333333,0,0,0,0.666666666666667,0,39.91 - 40.59,118.49 - 119.39
9366,3,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,39.91 - 40.59,119.39 - 120.29
9367,2,0.5,0,0,0,0.5,0,39.91 - 40.59,120.29 - 121.19
9369,6,0.166666666666667,0,0.166666666666667,0.166666666666667,0.5,0,39.91 - 40.59,122.09 - 122.98
9371,4,0,0.25,0,0.5,0.25,0,39.91 - 40.59,123.88 - 124.78
9372,2,0.5,0.5,0,0,0,0,39.91 - 40.59,124.78 - 125.68
9373,1,0,0,1,0,0,0,39.91 - 40.59,125.68 - 126.58
9374,3,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,39.91 - 40.59,126.58 - 127.48
9389,4,0.5,0,0,0.25,0,0.25,39.91 - 40.59,140.05 - 140.95
9390,2,0.5,0.5,0,0,0,0,39.91 - 40.59,140.95 - 141.85
9391,1,0,1,0,0,0,0,39.91 - 40.59,141.85 - 142.75
9487,1,0,0,1,0,0,0,40.59 - 41.27,-0.9
9488,2,0.5,0,0.5,0,0,0,40.59 - 41.27,-0.9
9489,2,0.5,0,0.5,0,0,0,40.59 - 41.27,-0.89
9490,2,0.5,0,0.5,0,0,0,40.59 - 41.27,-0.9
9491,1,0,0,1,0,0,0,40.59 - 41.27,-0.9
9526,1,0,0,1,0,0,0,40.59 - 41.27,-0.9
9527,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9528,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9529,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9530,2,0,0,1,0,0,0,40.59 - 41.27,-0.89
9531,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9532,1,0,0,1,0,0,0,40.59 - 41.27,-0.9
9533,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9534,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9535,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9536,2,0,0,1,0,0,0,40.59 - 41.27,-0.89
9537,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9538,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9539,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9540,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9541,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9542,2,0,0,1,0,0,0,40.59 - 41.27,-0.89
9543,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9544,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9545,2,0,0,1,0,0,0,40.59 - 41.27,-0.9
9618,1,0,0,0,0,0,1,40.59 - 41.27,-0.9
9622,1,0,0,0,0,0,1,40.59 - 41.27,-0.9
9626,1,0,0,0,1,0,0,40.59 - 41.27,-0.9
9654,1,0,0,0,1,0,0,40.59 - 41.27,25.07 - 25.97
9674,1,0,0,0,0,0,1,40.59 - 41.27,43.03 - 43.93
9675,1,0,0,0,0,0,1,40.59 - 41.27,43.93 - 44.83
9703,1,0,0,0,0,0,1,40.59 - 41.27,69.08 - 69.98
9704,1,0,0,0,0,0,1,40.59 - 41.27,69.98 - 70.88
9747,1,0,0,0,0,1,0,40.59 - 41.27,108.61 - 109.51
9748,3,0,0,0,0.666666666666667,0,0.333333333333333,40.59 - 41.27,109.51 - 110.41
9750,5,0,0,0.2,0.2,0.4,0.2,40.59 - 41.27,111.31 - 112.2
9751,3,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,40.59 - 41.27,112.2 - 113.1
9753,3,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,40.59 - 41.27,114 - 114.9
9754,4,0,0,0,0.25,0.75,0,40.59 - 41.27,114.9 - 115.8
9755,2,0,0,0,0,1,0,40.59 - 41.27,115.8 - 116.7
9756,6,0.166666666666667,0,0,0.166666666666667,0.666666666666667,0,40.59 - 41.27,116.7 - 117.59
9757,7,0.142857142857143,0,0,0.285714285714286,0.428571428571429,0.142857142857143,40.59 - 41.27,117.59 - 118.49
9759,3,0.333333333333333,0,0,0,0.666666666666667,0,40.59 - 41.27,119.39 - 120.29
9760,3,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,40.59 - 41.27,120.29 - 121.19
9761,1,1,0,0,0,0,0,40.59 - 41.27,121.19 - 122.09
9762,2,0.5,0,0,0,0.5,0,40.59 - 41.27,122.09 - 122.98
9765,4,0,0.25,0.25,0.5,0,0,40.59 - 41.27,124.78 - 125.68
9766,2,0,0,0.5,0.5,0,0,40.59 - 41.27,125.68 - 126.58
9767,2,0,0,0.5,0,0.5,0,40.59 - 41.27,126.58 - 127.48
9782,1,1,0,0,0,0,0,40.59 - 41.27,140.05 - 140.95
9783,1,1,0,0,0,0,0,40.59 - 41.27,140.95 - 141.85
9880,1,0,0,1,0,0,0,41.27 - 41.94,-0.9
9881,2,0.5,0,0.5,0,0,0,41.27 - 41.94,-0.9
9882,2,0.5,0,0.5,0,0,0,41.27 - 41.94,-0.89
9883,2,0.5,0,0.5,0,0,0,41.27 - 41.94,-0.9
9884,1,0,0,1,0,0,0,41.27 - 41.94,-0.9
9900,1,1,0,0,0,0,0,41.27 - 41.94,-0.89
9916,1,0,0,1,0,0,0,41.27 - 41.94,-0.9
9917,1,0,0,1,0,0,0,41.27 - 41.94,-0.89
9918,1,0,0,1,0,0,0,41.27 - 41.94,-0.9
9919,1,0,0,1,0,0,0,41.27 - 41.94,-0.9
9920,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9921,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9922,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9923,2,0,0,1,0,0,0,41.27 - 41.94,-0.89
9924,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9925,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9926,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9927,1,0,0,1,0,0,0,41.27 - 41.94,-0.9
9928,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9929,2,0,0,1,0,0,0,41.27 - 41.94,-0.89
9930,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9931,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9932,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9933,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9934,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9935,2,0,0,1,0,0,0,41.27 - 41.94,-0.89
9936,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9937,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9938,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9939,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9940,2,0,0,1,0,0,0,41.27 - 41.94,-0.9
9941,2,0,0,1,0,0,0,41.27 - 41.94,-0.89
10011,1,0,0,0,0,0,1,41.27 - 41.94,-0.9
10012,1,0,0,0,0,0,1,41.27 - 41.94,-0.89
10014,1,0,0,0,0,0,1,41.27 - 41.94,-0.9
10015,1,0,0,0,0,0,1,41.27 - 41.94,-0.9
10016,1,0,0,0,0,0,1,41.27 - 41.94,-0.9
10017,1,0,0,0,0,0,1,41.27 - 41.94,-0.9
10020,1,0,0,0,1,0,0,41.27 - 41.94,0.81 - 1.71
10021,2,0,0,0,0.5,0,0.5,41.27 - 41.94,1.71 - 2.61
10046,1,0,0,1,0,0,0,41.27 - 41.94,24.17 - 25.07
10067,1,0,0,0,0,0,1,41.27 - 41.94,43.03 - 43.93
10068,1,0,0,0,0,0,1,41.27 - 41.94,43.93 - 44.83
10069,1,0,0,0,0,0,1,41.27 - 41.94,44.83 - 45.73
10070,1,0,0,0,0,0,1,41.27 - 41.94,45.73 - 46.63
10071,2,0,0,0,0.5,0,0.5,41.27 - 41.94,46.63 - 47.53
10072,1,0,0,0,0,0,1,41.27 - 41.94,47.53 - 48.42
10096,1,0,0,0,0,0,1,41.27 - 41.94,69.08 - 69.98
10097,2,0,0,0,0,0.5,0.5,41.27 - 41.94,69.98 - 70.88
10098,1,0,0,0,0,0,1,41.27 - 41.94,70.88 - 71.78
10100,1,0,0,0,0,1,0,41.27 - 41.94,72.68 - 73.58
10101,1,0,0,0,0,0,1,41.27 - 41.94,73.58 - 74.47
10139,1,0,0,0,0,1,0,41.27 - 41.94,107.71 - 108.61
10143,2,0,0,0,0.5,0,0.5,41.27 - 41.94,111.31 - 112.2
10144,2,0,0,0,0.5,0,0.5,41.27 - 41.94,112.2 - 113.1
10146,2,0,0,0,0,0.5,0.5,41.27 - 41.94,114 - 114.9
10150,3,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,41.27 - 41.94,117.59 - 118.49
10151,2,0.5,0,0,0.5,0,0,41.27 - 41.94,118.49 - 119.39
10152,4,0.25,0,0.25,0,0.5,0,41.27 - 41.94,119.39 - 120.29
10153,3,0.333333333333333,0,0,0,0.666666666666667,0,41.27 - 41.94,120.29 - 121.19
10154,3,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,41.27 - 41.94,121.19 - 122.09
10157,5,0,0.2,0,0.6,0.2,0,41.27 - 41.94,123.88 - 124.78
10160,5,0,0,0.2,0.4,0.4,0,41.27 - 41.94,126.58 - 127.48
10161,4,0,0,0.25,0.5,0.25,0,41.27 - 41.94,127.48 - 128.37
10162,2,0,0,0.5,0.5,0,0,41.27 - 41.94,128.37 - 129.27
10176,1,1,0,0,0,0,0,41.27 - 41.94,140.95 - 141.85
10273,2,0.5,0,0.5,0,0,0,41.94 - 42.61,-0.9
10274,2,0.5,0,0.5,0,0,0,41.94 - 42.61,-0.9
10275,3,0.666666666666667,0,0.333333333333333,0,0,0,41.94 - 42.61,-0.89
10276,2,0.5,0,0.5,0,0,0,41.94 - 42.61,-0.9
10277,2,0.5,0,0.5,0,0,0,41.94 - 42.61,-0.9
10284,1,1,0,0,0,0,0,41.94 - 42.61,-0.9
10287,1,1,0,0,0,0,0,41.94 - 42.61,-0.89
10304,1,0,0,1,0,0,0,41.94 - 42.61,-0.89
10309,1,0,0,1,0,0,0,41.94 - 42.61,-0.9
10311,1,0,0,1,0,0,0,41.94 - 42.61,-0.9
10312,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10313,1,0,0,1,0,0,0,41.94 - 42.61,-0.9
10314,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10315,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10316,2,0,0,1,0,0,0,41.94 - 42.61,-0.89
10317,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10318,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10319,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10320,1,0,0,1,0,0,0,41.94 - 42.61,-0.9
10321,1,0,0,1,0,0,0,41.94 - 42.61,-0.9
10322,2,0,0,1,0,0,0,41.94 - 42.61,-0.89
10323,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10324,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10325,1,0,0,1,0,0,0,41.94 - 42.61,-0.9
10326,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10327,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10328,2,0,0,1,0,0,0,41.94 - 42.61,-0.89
10329,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10330,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10331,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10332,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10333,2,0,0,1,0,0,0,41.94 - 42.61,-0.9
10334,1,0,0,1,0,0,0,41.94 - 42.61,-0.89
10402,1,0,0,0,0,0,1,41.94 - 42.61,-0.9
10403,1,0,0,0,0,0,1,41.94 - 42.61,-0.9
10404,1,0,0,0,0,0,1,41.94 - 42.61,-0.9
10405,1,0,0,0,0,0,1,41.94 - 42.61,-0.89
10407,1,0,0,0,0,0,1,41.94 - 42.61,-0.9
10408,1,0,0,0,0,0,1,41.94 - 42.61,-0.9
10409,1,0,0,0,0,0,1,41.94 - 42.61,-0.9
10410,1,0,0,0,0,0,1,41.94 - 42.61,-0.9
10411,1,0,0,0,0,0,1,41.94 - 42.61,-0.89
10412,1,0,0,0,1,0,0,41.94 - 42.61,-0.9
10413,2,0,0,0,0.5,0,0.5,41.94 - 42.61,0.81 - 1.71
10414,1,0,0,0,0,0,1,41.94 - 42.61,1.71 - 2.61
10415,1,0,0,0,1,0,0,41.94 - 42.61,2.61 - 3.51
10461,1,0,0,0,0,0,1,41.94 - 42.61,43.93 - 44.83
10462,1,0,0,0,0,0,1,41.94 - 42.61,44.83 - 45.73
10463,1,0,0,0,0,0,1,41.94 - 42.61,45.73 - 46.63
10464,2,0,0,0,0.5,0,0.5,41.94 - 42.61,46.63 - 47.53
10465,2,0,0,0,0.5,0,0.5,41.94 - 42.61,47.53 - 48.42
10490,2,0,0,0,0,0.5,0.5,41.94 - 42.61,69.98 - 70.88
10491,1,0,0,0,0,0,1,41.94 - 42.61,70.88 - 71.78
10492,1,0,0,0,0,1,0,41.94 - 42.61,71.78 - 72.68
10493,1,0,0,0,0,1,0,41.94 - 42.61,72.68 - 73.58
10495,1,0,0,0,0,0,1,41.94 - 42.61,74.47 - 75.37
10498,1,0,0,0,1,0,0,41.94 - 42.61,77.17 - 78.07
10499,2,0,0,0,0.5,0,0.5,41.94 - 42.61,78.07 - 78.97
10500,1,0,0,0,0,0,1,41.94 - 42.61,78.97 - 79.86
10523,1,0,0,1,0,0,0,41.94 - 42.61,99.63 - 100.53
10541,2,0,0,0,0,0.5,0.5,41.94 - 42.61,115.8 - 116.7
10542,1,0,0,0,1,0,0,41.94 - 42.61,116.7 - 117.59
10543,5,0,0,0.2,0.4,0.2,0.2,41.94 - 42.61,117.59 - 118.49
10545,1,1,0,0,0,0,0,41.94 - 42.61,119.39 - 120.29
10546,1,0,0,0,1,0,0,41.94 - 42.61,120.29 - 121.19
10548,1,0,0,0,1,0,0,41.94 - 42.61,122.09 - 122.98
10549,1,0,0,0,0,1,0,41.94 - 42.61,122.98 - 123.88
10550,1,0,0,0,0,1,0,41.94 - 42.61,123.88 - 124.78
10551,2,0,0,0.5,0.5,0,0,41.94 - 42.61,124.78 - 125.68
10553,3,0,0,0.333333333333333,0.666666666666667,0,0,41.94 - 42.61,126.58 - 127.48
10554,4,0,0,0.25,0.25,0.5,0,41.94 - 42.61,127.48 - 128.37
10555,3,0,0,0.333333333333333,0.666666666666667,0,0,41.94 - 42.61,128.37 - 129.27
10556,3,0,0,0,0.666666666666667,0.333333333333333,0,41.94 - 42.61,129.27 - 130.17
10568,2,0.5,0,0,0.5,0,0,41.94 - 42.61,140.05 - 140.95
10569,2,0.5,0,0.5,0,0,0,41.94 - 42.61,140.95 - 141.85
10570,3,0.666666666666667,0,0.333333333333333,0,0,0,41.94 - 42.61,141.85 - 142.75
10571,4,0.5,0,0.25,0.25,0,0,41.94 - 42.61,142.75 - 143.64
10666,1,0,0,1,0,0,0,42.61 - 43.27,-0.9
10667,1,0,0,1,0,0,0,42.61 - 43.27,-0.9
10668,2,0.5,0,0.5,0,0,0,42.61 - 43.27,-0.89
10669,2,0.5,0,0.5,0,0,0,42.61 - 43.27,-0.9
10670,1,0,0,1,0,0,0,42.61 - 43.27,-0.9
10673,1,1,0,0,0,0,0,42.61 - 43.27,-0.9
10681,1,1,0,0,0,0,0,42.61 - 43.27,-0.9
10700,1,0,0,1,0,0,0,42.61 - 43.27,-0.9
10702,1,0,0,1,0,0,0,42.61 - 43.27,-0.9
10703,1,0,0,1,0,0,0,42.61 - 43.27,-0.89
10704,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10705,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10706,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10707,1,0,0,1,0,0,0,42.61 - 43.27,-0.9
10708,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10709,2,0,0,1,0,0,0,42.61 - 43.27,-0.89
10710,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10711,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10712,1,0,0,1,0,0,0,42.61 - 43.27,-0.9
10713,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10714,1,0,0,1,0,0,0,42.61 - 43.27,-0.9
10715,1,0,0,1,0,0,0,42.61 - 43.27,-0.89
10716,1,0,0,1,0,0,0,42.61 - 43.27,-0.9
10717,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10718,1,0,0,1,0,0,0,42.61 - 43.27,-0.9
10719,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10720,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10721,2,0,0,1,0,0,0,42.61 - 43.27,-0.89
10722,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10723,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10724,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10725,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10726,2,0,0,1,0,0,0,42.61 - 43.27,-0.9
10797,1,0,0,0,0,0,1,42.61 - 43.27,-0.9
10798,1,0,0,0,0,0,1,42.61 - 43.27,-0.89
10799,1,0,0,0,0,0,1,42.61 - 43.27,-0.9
10800,1,0,0,0,0,0,1,42.61 - 43.27,-0.9
10801,2,0,0,0,0.5,0,0.5,42.61 - 43.27,-0.9
10802,1,0,0,0,0,0,1,42.61 - 43.27,-0.9
10803,1,0,0,0,0,0,1,42.61 - 43.27,-0.9
10804,1,0,0,0,0,0,1,42.61 - 43.27,-0.89
10807,1,0,0,0,0,0,1,42.61 - 43.27,1.71 - 2.61
10852,1,0,0,0,0,0,1,42.61 - 43.27,42.14 - 43.03
10853,1,0,0,0,1,0,0,42.61 - 43.27,43.03 - 43.93
10854,2,0,0,0,0.5,0,0.5,42.61 - 43.27,43.93 - 44.83
10855,2,0,0,0,0.5,0,0.5,42.61 - 43.27,44.83 - 45.73
10856,1,0,0,0,1,0,0,42.61 - 43.27,45.73 - 46.63
10857,2,0,0,0,0.5,0,0.5,42.61 - 43.27,46.63 - 47.53
10882,3,0,0,0,0,0.666666666666667,0.333333333333333,42.61 - 43.27,69.08 - 69.98
10883,2,0,0,0,0,0.5,0.5,42.61 - 43.27,69.98 - 70.88
10888,2,0,0,0,0.5,0,0.5,42.61 - 43.27,74.47 - 75.37
10889,2,0,0,0,0.5,0,0.5,42.61 - 43.27,75.37 - 76.27
10890,2,0,0,0,0.5,0,0.5,42.61 - 43.27,76.27 - 77.17
10891,2,0,0,0,0.5,0,0.5,42.61 - 43.27,77.17 - 78.07
10892,2,0,0,0,1,0,0,42.61 - 43.27,78.07 - 78.97
10895,4,0,0,0,0.75,0,0.25,42.61 - 43.27,80.76 - 81.66
10896,1,0,0,0,0,0,1,42.61 - 43.27,81.66 - 82.56
10904,1,0,0,0,0,0,1,42.61 - 43.27,88.85 - 89.75
10926,1,0,0,0,0,0,1,42.61 - 43.27,108.61 - 109.51
10927,1,0,0,0,0,0,1,42.61 - 43.27,109.51 - 110.41
10930,1,0,0,0,0,0,1,42.61 - 43.27,112.2 - 113.1
10935,6,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,42.61 - 43.27,116.7 - 117.59
10937,1,0,0,0,0,0,1,42.61 - 43.27,118.49 - 119.39
10939,1,0,0,0,0,1,0,42.61 - 43.27,120.29 - 121.19
10943,1,0,0,0,1,0,0,42.61 - 43.27,123.88 - 124.78
10945,2,0,0,0.5,0.5,0,0,42.61 - 43.27,125.68 - 126.58
10947,1,0,0,0,1,0,0,42.61 - 43.27,127.48 - 128.37
10948,4,0,0,0.25,0.5,0.25,0,42.61 - 43.27,128.37 - 129.27
10950,3,0,0,0.333333333333333,0.666666666666667,0,0,42.61 - 43.27,130.17 - 131.07
10951,5,0.2,0,0.2,0.4,0.2,0,42.61 - 43.27,131.07 - 131.97
10952,3,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,42.61 - 43.27,131.97 - 132.87
10953,3,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,42.61 - 43.27,132.87 - 133.76
10954,3,0.333333333333333,0,0,0.666666666666667,0,0,42.61 - 43.27,133.76 - 134.66
10961,1,1,0,0,0,0,0,42.61 - 43.27,140.05 - 140.95
10962,5,0.4,0,0.2,0.2,0,0.2,42.61 - 43.27,140.95 - 141.85
10963,4,0.5,0,0.25,0.25,0,0,42.61 - 43.27,141.85 - 142.75
10964,3,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,42.61 - 43.27,142.75 - 143.64
10965,1,0,0,1,0,0,0,42.61 - 43.27,143.64 - 144.54
10966,1,0,0,1,0,0,0,42.61 - 43.27,144.54 - 145.44
10967,2,0.5,0,0.5,0,0,0,42.61 - 43.27,145.44 - 146.34
11059,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11060,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11061,2,0.5,0,0.5,0,0,0,43.27 - 43.92,-0.89
11062,2,0.5,0,0.5,0,0,0,43.27 - 43.92,-0.9
11063,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11068,2,0.5,0,0.5,0,0,0,43.27 - 43.92,-0.9
11069,3,0.666666666666667,0,0.333333333333333,0,0,0,43.27 - 43.92,-0.9
11070,3,0.666666666666667,0,0.333333333333333,0,0,0,43.27 - 43.92,-0.9
11073,2,1,0,0,0,0,0,43.27 - 43.92,-0.89
11074,2,1,0,0,0,0,0,43.27 - 43.92,-0.9
11075,1,1,0,0,0,0,0,43.27 - 43.92,-0.9
11082,2,0.5,0,0.5,0,0,0,43.27 - 43.92,-0.9
11084,1,1,0,0,0,0,0,43.27 - 43.92,-0.89
11090,1,0,0,1,0,0,0,43.27 - 43.92,-0.89
11091,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11092,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11093,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11094,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11095,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11096,1,0,0,1,0,0,0,43.27 - 43.92,-0.89
11097,2,0,0,1,0,0,0,43.27 - 43.92,-0.9
11098,2,0,0,1,0,0,0,43.27 - 43.92,-0.9
11099,2,0,0,1,0,0,0,43.27 - 43.92,-0.9
11100,2,0,0,1,0,0,0,43.27 - 43.92,-0.9
11102,2,0,0,1,0,0,0,43.27 - 43.92,-0.89
11103,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11104,2,0,0,1,0,0,0,43.27 - 43.92,-0.9
11105,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11106,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11107,2,0,0,1,0,0,0,43.27 - 43.92,-0.9
11108,1,0,0,1,0,0,0,43.27 - 43.92,-0.89
11109,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11110,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11111,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11112,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11113,2,0,0,1,0,0,0,43.27 - 43.92,-0.9
11114,2,0,0,1,0,0,0,43.27 - 43.92,-0.89
11115,2,0,0,1,0,0,0,43.27 - 43.92,-0.9
11116,2,0,0,1,0,0,0,43.27 - 43.92,-0.9
11117,2,0,0,1,0,0,0,43.27 - 43.92,-0.9
11118,2,0,0,1,0,0,0,43.27 - 43.92,-0.9
11119,2,0,0,1,0,0,0,43.27 - 43.92,-0.9
11120,2,0,0,1,0,0,0,43.27 - 43.92,-0.89
11124,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11125,1,0,0,1,0,0,0,43.27 - 43.92,-0.9
11188,1,0,0,0,0,0,1,43.27 - 43.92,-0.9
11196,1,0,0,0,0,0,1,43.27 - 43.92,-0.9
11201,1,0,0,0,0,0,1,43.27 - 43.92,2.61 - 3.51
11218,1,0,0,0,1,0,0,43.27 - 43.92,17.88 - 18.78
11223,1,0,0,0,1,0,0,43.27 - 43.92,22.37 - 23.27
11242,1,0,0,0,1,0,0,43.27 - 43.92,39.44 - 40.34
11244,2,0,0,0,0.5,0,0.5,43.27 - 43.92,41.24 - 42.14
11245,1,0,0,0,1,0,0,43.27 - 43.92,42.14 - 43.03
11246,1,0,0,0,1,0,0,43.27 - 43.92,43.03 - 43.93
11272,1,0,0,0,0,0,1,43.27 - 43.92,66.39 - 67.29
11273,1,0,0,0,0,0,1,43.27 - 43.92,67.29 - 68.19
11274,1,0,0,0,0,0,1,43.27 - 43.92,68.19 - 69.08
11275,1,0,0,0,0,0,1,43.27 - 43.92,69.08 - 69.98
11282,1,0,0,0,0,0,1,43.27 - 43.92,75.37 - 76.27
11283,1,0,0,0,0,0,1,43.27 - 43.92,76.27 - 77.17
11284,1,0,0,0,0,0,1,43.27 - 43.92,77.17 - 78.07
11285,1,0,0,0,0,0,1,43.27 - 43.92,78.07 - 78.97
11286,1,0,0,0,0,0,1,43.27 - 43.92,78.97 - 79.86
11288,2,0,0,0,1,0,0,43.27 - 43.92,80.76 - 81.66
11289,2,0,0,0,0.5,0,0.5,43.27 - 43.92,81.66 - 82.56
11290,1,0,0,0,0,0,1,43.27 - 43.92,82.56 - 83.46
11295,1,0,0,0,0,0,1,43.27 - 43.92,87.05 - 87.95
11298,1,0,0,0,0,0,1,43.27 - 43.92,89.75 - 90.64
11301,1,0,0,0,0,0,1,43.27 - 43.92,92.44 - 93.34
11313,1,0,0,0,1,0,0,43.27 - 43.92,103.22 - 104.12
11314,2,0,0,0,1,0,0,43.27 - 43.92,104.12 - 105.02
11324,1,0,0,0,0,0,1,43.27 - 43.92,113.1 - 114
11330,3,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,43.27 - 43.92,118.49 - 119.39
11334,1,0,0,1,0,0,0,43.27 - 43.92,122.09 - 122.98
11338,1,0,0,1,0,0,0,43.27 - 43.92,125.68 - 126.58
11339,1,0,0,1,0,0,0,43.27 - 43.92,126.58 - 127.48
11340,4,0,0,0.25,0.5,0.25,0,43.27 - 43.92,127.48 - 128.37
11341,2,0,0,0.5,0.5,0,0,43.27 - 43.92,128.37 - 129.27
